acc,precision,recall,f1,auc
0.8382930937675463,0.8582183186951067,0.7962747380675204,0.8260869565217391,0.9237510700784597
0.8714205502526671,0.8824242424242424,0.8465116279069768,0.8640949554896142,0.9394174683736081
0.8562605277933745,0.8784461152882206,0.8151162790697675,0.8455971049457177,0.9274234275181173
0.8292134831460675,0.8413284132841329,0.7962747380675204,0.8181818181818182,0.9151451262041184
0.8331460674157304,0.8503740648379052,0.7939464493597206,0.8211920529801324,0.9180662310921343
