generator,acc,f1,auc,precision,recall
DynamicCrafter,0.8824091778202677,0.9229805886036319,0.958067648783348,0.8784266984505363,0.9722955145118733
SVD,0.8914285714285715,0.928391959798995,0.9455036686304984,0.8860911270983214,0.974934036939314
ZeroScope,0.9647532729103726,0.977139124755062,0.992083600779253,0.9689119170984456,0.9855072463768116
