generator,acc,f1,auc,precision,recall
DynamicCrafter,0.9053537284894837,0.934825543120474,0.9645906625622985,0.9329829172141918,0.9366754617414248
SVD,0.8676190476190476,0.9096816114359974,0.9269617233527307,0.8962868117797695,0.9234828496042217
ZeroScope,0.9647532729103726,0.9770190413657256,0.9929281668412103,0.9738219895287958,0.9802371541501976
