config,method,DC,Pika,SVD,ZS,mean,min,sharpe
D: z0+eps(80D)+physics+csv,safe(g<=0.65)/bn-GB,0.9848919341877088,0.9441213506008322,0.9596277698181972,0.9553411378940565,0.9609955481251987,0.9441213506008322,0.9535389278221601
D: z0+eps(80D)+physics+csv,safe(g<=0.65)/bn-LR,0.9745898816321351,0.8911258064605797,0.932070177669766,0.9263927723196486,0.9310446595205323,0.8911258064605797,0.9162282983352263
D: z0+eps(80D)+physics+csv,safe(g<=0.70)/GB+softLR(0.5),0.9886014787423238,0.9130404085047713,0.9559090448436819,0.962511361356775,0.9550155733618879,0.9130404085047713,0.9414442049849546
D: z0+eps(80D)+physics+csv,safe(g<=0.70)/GB+softLR(0.6),0.9889362199221354,0.9212227346136633,0.9579800372389153,0.963795225629735,0.9579835543511123,0.9212227346136633,0.9458818992237608
D: z0+eps(80D)+physics+csv,safe(g<=0.70)/GB+softLR(0.7),0.9889007719993635,0.9271401608334653,0.9593332763687885,0.9646308271067733,0.9600012590770978,0.9271401608334653,0.9489986664111568
D: z0+eps(80D)+physics+csv,safe(g<=0.70)/bn-GB,0.985789813958828,0.9340966390642417,0.9607270530584993,0.9639626431159465,0.9611440372993789,0.9340966390642417,0.9519683408917353
D: z0+eps(80D)+physics+csv,safe(g<=0.70)/bn-LR,0.9762937988290101,0.8446431003666426,0.9339758404091909,0.9446016528761878,0.9248785981202579,0.8446431003666426,0.9004437144113819
D: z0+eps(80D)+physics+csv,safe_max(g<=0.70)/GB+softLR(0.5),0.9877769117205737,0.9193375417997448,0.9582351854096578,0.9513805751137373,0.9541825535109285,0.9193375417997448,0.942019518700191
D: z0+eps(80D)+physics+csv,safe_max(g<=0.70)/GB+softLR(0.6),0.9878864780273231,0.9275843569580071,0.9599147121535181,0.950226484158492,0.9564030078243351,0.9275843569580071,0.9455857616242038
D: z0+eps(80D)+physics+csv,safe_max(g<=0.70)/GB+softLR(0.7),0.9875493199436861,0.9333122076102638,0.9606610801669989,0.9485320012581077,0.957513652244764,0.9333122076102638,0.9475812947278882
D: z0+eps(80D)+physics+csv,safe_max(g<=0.70)/bn-GB,0.9824573064009684,0.9393797376518758,0.9591822540870405,0.9393339458766015,0.9550883110041215,0.9393339458766015,0.9462114394538057
D: z0+eps(80D)+physics+csv,safe_max(g<=0.70)/bn-LR,0.969161515640389,0.8695269783822699,0.9419359069384802,0.9093914770630613,0.9225039695060501,0.8695269783822699,0.9039078915421144
D: z0+eps(80D)+physics+csv,safe_max(g<=0.75)/GB+softLR(0.5),0.9879138696040104,0.9214451106459746,0.954966347863929,0.9580079300412848,0.9555833145387996,0.9214451106459746,0.9438122133688116
D: z0+eps(80D)+physics+csv,safe_max(g<=0.75)/GB+softLR(0.6),0.9881648247845431,0.9297074921264986,0.9569399706301405,0.9584586694272389,0.9583177392421053,0.9297074921264986,0.9479757348937606
D: z0+eps(80D)+physics+csv,safe_max(g<=0.75)/GB+softLR(0.7),0.9880480077663177,0.9356832920547823,0.9583480546939116,0.9584378660709643,0.960129305146494,0.9356832920547823,0.9508318077299329
D: z0+eps(80D)+physics+csv,safe_max(g<=0.75)/bn-GB,0.9848919341877088,0.9441213506008322,0.9596277698181972,0.9553411378940565,0.9609955481251987,0.9441213506008322,0.9535389278221601
D: z0+eps(80D)+physics+csv,safe_max(g<=0.75)/bn-LR,0.9745898816321351,0.8911258064605797,0.932070177669766,0.9263927723196486,0.9310446595205323,0.8911258064605797,0.9162282983352263
D: z0+eps(80D)+physics+csv,safe_max(g<=0.80)/GB+softLR(0.5),0.9880282697184106,0.9263512818588413,0.9559499798305768,0.9599213435005609,0.9575627187270974,0.9263512818588413,0.9466354946223791
D: z0+eps(80D)+physics+csv,safe_max(g<=0.80)/GB+softLR(0.6),0.9882727798220756,0.9353508398864769,0.9580881373984822,0.9607242539891674,0.9606090027740506,0.9353508398864769,0.9512227515318668
D: z0+eps(80D)+physics+csv,safe_max(g<=0.80)/GB+softLR(0.7),0.9881007768331712,0.9417135741109824,0.9595772965819286,0.960965473858354,0.9625892803461091,0.9417135741109824,0.9543039757442476
D: z0+eps(80D)+physics+csv,safe_max(g<=0.80)/bn-GB,0.9846832748241199,0.9500893673679851,0.9611952221319179,0.9580847043322989,0.9635131421640803,0.9500893673679851,0.9570749119278811
D: z0+eps(80D)+physics+csv,safe_max(g<=0.80)/bn-LR,0.974045272636822,0.8917378964895164,0.9319143862633312,0.9248860149437441,0.9306458925833534,0.8917378964895164,0.9159998103091946
D: z0+eps(80D)+physics+csv,soft(l=0.2)/GB+softLR(0.5),0.9885869773193717,0.8994643517321703,0.9562047305742621,0.963130508864954,0.9518466421226894,0.8994643517321703,0.9355676772436459
D: z0+eps(80D)+physics+csv,soft(l=0.2)/GB+softLR(0.6),0.9889901974409016,0.9056964400376927,0.9585129869226626,0.964404466777783,0.95440102279476,0.9056964400376927,0.9392238925391091
D: z0+eps(80D)+physics+csv,soft(l=0.2)/GB+softLR(0.7),0.989019200286806,0.9100266573268733,0.9601412455761401,0.9652569090670438,0.9561110030642157,0.9100266573268733,0.9417352273942794
D: z0+eps(80D)+physics+csv,soft(l=0.2)/bn-GB,0.9863223384350145,0.9136941940397665,0.9622376733030361,0.9646531164170676,0.9567268305487212,0.9136941940397665,0.9434488005567359
D: z0+eps(80D)+physics+csv,soft(l=0.2)/bn-LR,0.9750208961476567,0.8432621452059896,0.9308147055959717,0.9407693774595636,0.9224667811022954,0.8432621452059896,0.8981768883580429
D: z0+eps(80D)+physics+csv,soft(l=0.3)/GB+softLR(0.5),0.9885789209732871,0.8995188338600866,0.9562106919801208,0.964203862985133,0.9521280774496569,0.8995188338600866,0.9358130367617784
D: z0+eps(80D)+physics+csv,soft(l=0.3)/GB+softLR(0.6),0.9889829467294257,0.9057464746449626,0.9585237174532079,0.9656080895336828,0.9547153070903197,0.9057464746449626,0.939497360496849
D: z0+eps(80D)+physics+csv,soft(l=0.3)/GB+softLR(0.7),0.9890063101330707,0.9101183874402016,0.9601507838255136,0.966591295776671,0.9564666942938642,0.9101183874402016,0.9420551706538495
D: z0+eps(80D)+physics+csv,soft(l=0.3)/bn-GB,0.9862840707911131,0.9139543739975706,0.9622448269900663,0.9663743464898051,0.9572144045671387,0.9139543739975706,0.9439251104149062
D: z0+eps(80D)+physics+csv,soft(l=0.3)/bn-LR,0.9750208961476567,0.8432621452059896,0.9308147055959717,0.9407693774595636,0.9224667811022954,0.8432621452059896,0.8981768883580429
D: z0+eps(80D)+physics+csv,soft(l=0.4)/GB+softLR(0.5),0.9886671379629126,0.8998268246648378,0.9566287852443283,0.9639190551313708,0.9522604507508624,0.8998268246648378,0.9360013428789781
D: z0+eps(80D)+physics+csv,soft(l=0.4)/GB+softLR(0.6),0.9890683439979213,0.9062095727322508,0.9588623253059692,0.96533913185613,0.9548698434730678,0.9062095727322508,0.9397393583165374
D: z0+eps(80D)+physics+csv,soft(l=0.4)/GB+softLR(0.7),0.9891541440837215,0.9106637646594451,0.9606114017848449,0.9662708250264376,0.9566750338886123,0.9106637646594451,0.9423582960991397
D: z0+eps(80D)+physics+csv,soft(l=0.4)/bn-GB,0.9868850742090179,0.9142028792136785,0.9628882613957243,0.9661430329807494,0.9575298119497925,0.9142028792136785,0.9442025488220429
D: z0+eps(80D)+physics+csv,soft(l=0.4)/bn-LR,0.9750583581569497,0.843887577796865,0.931148544324046,0.9389208506591444,0.9222538327342513,0.843887577796865,0.8981622195685637
