generator,acc,f1,auc,precision,recall
DynamicCrafter,0.8413001912045889,0.8971499380421314,0.9061767077103489,0.8457943925233645,0.9551451187335093
SVD,0.8457142857142858,0.8993788819875776,0.895362706473416,0.8497652582159625,0.9551451187335093
ZeroScope,0.8136958710976838,0.8880822746521476,0.8137225093746832,0.8210290827740492,0.9670619235836627
