acc,precision,recall,f1,auc
0.7905670971364402,0.7985257985257985,0.7566938300349243,0.7770472205618649,0.8753241801115659
0.7815833801235261,0.7868453105968332,0.7511627906976744,0.7685901249256395,0.8677991566295482
0.7877596855699045,0.7815420560747663,0.7779069767441861,0.7797202797202797,0.8671527409539682
0.7898876404494382,0.7823050058207218,0.7823050058207218,0.7823050058207218,0.8681521199182445
0.7943820224719101,0.7791619479048698,0.8009313154831199,0.7898966704936854,0.8746945859071541
