generator,acc,f1,auc,precision,recall
DynamicCrafter,0.9273422562141491,0.9502617801047121,0.9772656479038405,0.9428571428571428,0.9577836411609498
SVD,0.9028571428571428,0.933852140077821,0.9502792135034518,0.9183673469387755,0.9498680738786279
ZeroScope,0.9768378650553877,0.9848982271831911,0.9977928673580847,0.981675392670157,0.9881422924901185
