round,train_auc,test_auc,train_logloss,test_logloss
250,0.9999991543300086,0.9796968068799238,0.018338307777782087,0.21662590752853994
251,0.9999992140258253,0.9797228892384667,0.01819684310489949,0.21667178014533994
252,0.999999275972278,0.9797002146542275,0.018042523613430325,0.21691797758054365
253,0.9999993100489392,0.9797184269085085,0.01789200252104269,0.21702323071178858
254,0.9999993916699506,0.9797824131275976,0.017733319667762655,0.2167637769736808
255,0.9999994513501171,0.9798173669086339,0.017608613931912053,0.21666349594083933
256,0.9999994567048711,0.9798318189135339,0.017483057366837987,0.21670237675065304
257,0.9999994859172647,0.9798503699624922,0.017344382976333075,0.2167545919085111
258,0.9999995052528279,0.9798742813991946,0.017239341988592317,0.21681865024811134
259,0.9999995289031929,0.9799054760367389,0.017111683140418544,0.21680516357706464
260,0.9999995625334109,0.979942009634552,0.016980546333619333,0.21658996719420592
261,0.9999995976263754,0.9799770662584437,0.01685398516473235,0.21648194045033245
262,0.9999996410845361,0.9799632819622368,0.016726128516537146,0.21677359723259
263,0.9999996620993867,0.9799606247223034,0.016598240691482608,0.21693373181226688
264,0.9999996840963102,0.9799378965008452,0.016478486533960744,0.21741858448449203
265,0.9999996954471624,0.979937918675295,0.016352102234016813,0.21752793435199025
266,0.9999997050455374,0.9799575641863184,0.01624522077347862,0.2175833129052021
267,0.9999997187953761,0.9799465539807137,0.016171852534775124,0.21771916941913397
268,0.9999997163579262,0.9799492087788618,0.01605564974376588,0.2177903140136414
269,0.9999997437852954,0.9799287883089751,0.015921643253687078,0.21810085341991403
270,0.999999773463717,0.9799151962453937,0.015802855840702613,0.21835532530924406
271,0.9999997949179,0.979915873889303,0.01569941602168297,0.21838809615569038
272,0.9999998129883778,0.9799674993483287,0.015598186524559592,0.21814460874269762
273,0.9999998325134715,0.9799968676930014,0.015500245519063472,0.2180676132554633
274,0.9999998376712367,0.9800167021648738,0.01537840594846511,0.21812881130222528
275,0.9999998602785303,0.9800297863963512,0.015275421493532716,0.21828461561170182
