acc,precision,recall,f1,auc
0.7484559236384054,0.7496962332928311,0.7182770663562281,0.7336504161712247,0.8270450177904489
0.7501403705783268,0.754601226993865,0.7151162790697675,0.7343283582089553,0.8285887432770245
0.73385738349242,0.7314148681055156,0.7093023255813954,0.7201889020070839,0.81021134762518
0.75,0.7441037735849056,0.7345750873108265,0.7393087287639133,0.8198445532327442
0.7539325842696629,0.7467760844079718,0.7415599534342259,0.7441588785046729,0.8242963625860942
