generator,acc,f1,auc,precision,recall
DynamicCrafter,0.8671128107074569,0.9107257546563905,0.9203450234535326,0.8873591989987485,0.9353562005277045
SVD,0.8638095238095238,0.9083920563741191,0.9076652690931435,0.8829389788293898,0.9353562005277045
ZeroScope,0.8187311178247734,0.8867924528301887,0.8206141684402554,0.8483754512635379,0.9288537549407114
