threshold,n_features,n_dropped,holdout_fake_mean,double_GVR_mean,double_K400_mean,hf_DynamicCrafter,hf_SVD,hf_ZeroScope,dk_DynamicCrafter,dk_SVD,dk_ZeroScope
1.0,69,0,0.8819914848002957,0.8751161542844862,0.7993578934114692,0.9343719863968956,0.9148186215143459,0.7967838464896455,0.8673806053926353,0.8287593506155034,0.7019337242262687
0.85,69,0,0.8819914848002957,0.8751161542844862,0.7993578934114692,0.9343719863968956,0.9148186215143459,0.7967838464896455,0.8673806053926353,0.8287593506155034,0.7019337242262687
0.8,67,2,0.8779328340004159,0.87564155535396,0.7901321816695438,0.9251148168271084,0.9046144494960988,0.8040692356780407,0.8513695167429828,0.816444517129554,0.702582511136095
0.75,65,4,0.8731416989904082,0.8705677196327039,0.7799233470573478,0.9220477718492515,0.9026190036210029,0.7947583215009704,0.8476885503806839,0.8108911378427991,0.6811903529485599
0.7,57,12,0.8732550805995037,0.8749592715116382,0.7599710069568295,0.9095489521368236,0.890027199518625,0.8201890901430622,0.8235081119891083,0.7823489503743422,0.674055958507038
0.65,54,15,0.8564522664949653,0.8340780518896816,0.7269570906298215,0.8802926803595506,0.8770474853808314,0.8120166337445138,0.7805768387646612,0.7645313197844156,0.6357631133403875
