generator,acc,f1,auc,precision,recall
DynamicCrafter,0.8718929254302104,0.9171817058096415,0.94403675608326,0.8627906976744186,0.978891820580475
SVD,0.8590476190476191,0.9085290482076638,0.9206319803375862,0.8546511627906976,0.9696569920844327
ZeroScope,0.9617321248741189,0.9752281616688396,0.9937839937839938,0.9651612903225807,0.9855072463768116
