threshold,accuracy,balanced_accuracy,f1,precision,recall,auc,tp,tn,fp,fn,fpr,fnr,config,feature_set,model,threshold_strategy,holdout_gen
0.6099999999999998,0.6956035767511177,0.6909315054023477,0.6386554621848739,0.7474120082815735,0.5575289575289575,0.7518945048102715,722,1145,244,573,0.17566594672426195,0.4424710424710422,B: z0+eps+physics,safe_max(g<=0.80),bn-GB+Platt,max-acc,Pika
0.5,0.6814456035767511,0.6806755227921535,0.6661460367044123,0.6737756714060031,0.6586872586872586,0.7524101392351932,853,976,413,442,0.29733621310295155,0.3413127413127411,B: z0+eps+physics,safe_max(g<=0.80),bn-GB+isotonic,default(0.5),Pika
0.5934074225519403,0.6922503725782414,0.6880314439709687,0.6402439024390244,0.7342657342657343,0.5675675675675675,0.7524101392351932,735,1123,266,560,0.19150467962562984,0.4324324324324321,B: z0+eps+physics,safe_max(g<=0.80),bn-GB+isotonic,youden,Pika
0.4199999999999998,0.6825633383010432,0.684786421719467,0.6946236559139785,0.6481605351170568,0.7482625482625482,0.7524101392351932,969,863,526,326,0.37868970482361386,0.25173745173745155,B: z0+eps+physics,safe_max(g<=0.80),bn-GB+isotonic,max-f1,Pika
0.5799999999999997,0.6907600596125186,0.6870618844700918,0.6446917808219178,0.723342939481268,0.5814671814671815,0.7524101392351932,753,1101,288,542,0.2073434125269977,0.41853281853281826,B: z0+eps+physics,safe_max(g<=0.80),bn-GB+isotonic,max-balacc,Pika
0.5999999999999998,0.6911326378539493,0.6866379801584985,0.6356043956043956,0.7377551020408163,0.5583011583011583,0.7524101392351932,723,1132,257,572,0.18502519798416114,0.4416988416988414,B: z0+eps+physics,safe_max(g<=0.80),bn-GB+isotonic,max-acc,Pika
0.5,0.6952309985096871,0.6961631795325101,0.695910780669145,0.6709677419354839,0.7227799227799228,0.7653221255813049,936,930,459,359,0.3304535637149026,0.277220077220077,B: z0+eps+physics,safe_max(g<=0.80),GB+LR(0.7),default(0.5),Pika
0.5292475311498236,0.7015648286140089,0.7013942977225915,0.692514395393474,0.6885496183206107,0.6965250965250965,0.7653221255813049,902,981,408,393,0.2937365010799134,0.30347490347490325,B: z0+eps+physics,safe_max(g<=0.80),GB+LR(0.7),youden,Pika
0.3199999999999999,0.6531296572280179,0.6600067824689855,0.7043505874880914,0.5981661272923409,0.8563706563706563,0.7653221255813049,1109,644,745,186,0.5363570914326851,0.14362934362934354,B: z0+eps+physics,safe_max(g<=0.80),GB+LR(0.7),max-f1,Pika
0.5299999999999998,0.7008196721311475,0.700595967766594,0.6912725874663591,0.6883614088820827,0.6942084942084942,0.7653221255813049,899,982,407,396,0.2930165586753058,0.3057915057915056,B: z0+eps+physics,safe_max(g<=0.80),GB+LR(0.7),max-balacc,Pika
0.5299999999999998,0.7008196721311475,0.700595967766594,0.6912725874663591,0.6883614088820827,0.6942084942084942,0.7653221255813049,899,982,407,396,0.2930165586753058,0.3057915057915056,B: z0+eps+physics,safe_max(g<=0.80),GB+LR(0.7),max-acc,Pika
0.5,0.7699197035206918,0.7418427102935595,0.6765089014329136,0.7728174603174603,0.6015444015444016,0.8424201718077169,779,1714,229,516,0.11785898095728249,0.3984555984555982,B: z0+eps+physics,safe_max(g<=0.65),bn-GB,default(0.5),SVD
0.39176064452020887,0.7702285361334157,0.764634158458142,0.7194570135746606,0.7030213706705969,0.7366795366795367,0.8424201718077169,954,1540,403,341,0.2074112197632526,0.26332046332046316,B: z0+eps+physics,safe_max(g<=0.65),bn-GB,youden,SVD
0.3599999999999999,0.7621988882025942,0.763222894977913,0.7210144927536232,0.6791808873720137,0.7683397683397684,0.8424201718077169,995,1473,470,300,0.24189397838394225,0.2316602316602315,B: z0+eps+physics,safe_max(g<=0.65),bn-GB,max-f1,SVD
0.3599999999999999,0.7621988882025942,0.763222894977913,0.7210144927536232,0.6791808873720137,0.7683397683397684,0.8424201718077169,995,1473,470,300,0.24189397838394225,0.2316602316602315,B: z0+eps+physics,safe_max(g<=0.65),bn-GB,max-balacc,SVD
0.4199999999999998,0.7720815318097591,0.7603836760810512,0.7112676056338029,0.7208564631245044,0.7019305019305019,0.8424201718077169,909,1591,352,386,0.18116314976839928,0.29806949806949784,B: z0+eps+physics,safe_max(g<=0.65),bn-GB,max-acc,SVD
0.5,0.721124150710315,0.6832854102540156,0.5863490609253321,0.7207207207207207,0.4942084942084942,0.7970908339410656,640,1695,248,655,0.12763767370046314,0.5057915057915054,B: z0+eps+physics,safe_max(g<=0.65),bn-LR,default(0.5),SVD
