config,feature_set,model,threshold_strategy,accuracy_DC,accuracy_Pika,accuracy_SVD,accuracy_ZS,accuracy_mean,accuracy_min,balanced_accuracy_DC,balanced_accuracy_Pika,balanced_accuracy_SVD,balanced_accuracy_ZS,balanced_accuracy_mean,balanced_accuracy_min,f1_DC,f1_Pika,f1_SVD,f1_ZS,f1_mean,f1_min,auc_DC,auc_Pika,auc_SVD,auc_ZS,auc_mean,auc_min,threshold_mean
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+Platt,default(0.5),0.687733499377335,0.5935171385991058,0.7266831377393452,0.6765942536790469,0.6711320073487083,0.5935171385991058,0.6151215601919827,0.5944942474100141,0.6723366922543454,0.669782134374822,0.637933658557791,0.5944942474100141,0.38276923076923075,0.5963743988161302,0.5397815912636506,0.6258613700851237,0.5361966477335338,0.38276923076923075,0.8670090613752586,0.6335154037097881,0.8304476817086184,0.7300863586944408,0.7652646263720265,0.6335154037097881,0.5
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+Platt,max-acc,0.7895392278953923,0.5979880774962743,0.7609635577516985,0.6793973370707779,0.7069720500535357,0.5979880774962743,0.786099983283082,0.5948683950843778,0.7369553510572553,0.6738516671165805,0.6979438491353239,0.5948683950843778,0.746436609152288,0.548346588530766,0.6736930860033726,0.6347305389221557,0.6508017056521456,0.548346588530766,0.8670090613752586,0.6335154037097881,0.8304476817086184,0.7300863586944408,0.7652646263720265,0.6335154037097881,0.4499999999999998
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+Platt,max-balacc,0.7864259028642591,0.5946348733233979,0.7516985793699815,0.6793973370707779,0.7030391731571041,0.5946348733233979,0.7882522361395601,0.5969067493905507,0.7486790518185269,0.6738516671165805,0.7019224261163046,0.5969067493905507,0.7507267441860465,0.6117059243397573,0.7026627218934911,0.6347305389221557,0.6749564823353625,0.6117059243397573,0.8670090613752586,0.6335154037097881,0.8304476817086184,0.7300863586944408,0.7652646263720265,0.6335154037097881,0.40749999999999986
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+Platt,max-f1,0.773972602739726,0.5,0.7300802964793082,0.6433076384022425,0.6618401344053191,0.5,0.7857116674018082,0.5165005795675343,0.744443671669611,0.6580131308803534,0.6761672623798267,0.5165005795675343,0.7511994516792323,0.6558974358974359,0.7074966532797858,0.6751754945756222,0.697442258858019,0.6558974358974359,0.8670090613752586,0.6335154037097881,0.8304476817086184,0.7300863586944408,0.7652646263720265,0.6335154037097881,0.26249999999999996
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+Platt,youden,0.789227895392279,0.5964977645305514,0.7520074119827054,0.6720392431674842,0.702443078768255,0.5964977645305514,0.7904743777983214,0.5986282178506801,0.7491939185711702,0.6758123834454816,0.7035272244164134,0.5986282178506801,0.7530098504195549,0.6119670369043354,0.7033616549685999,0.664756446991404,0.6832737473209736,0.6119670369043354,0.8670090613752586,0.6335154037097881,0.8304476817086184,0.7300863586944408,0.7652646263720265,0.6335154037097881,0.39169133900343234
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+isotonic,default(0.5),0.6892901618929016,0.5983606557377049,0.7313156269302038,0.6762438682550805,0.6738025782039727,0.5983606557377049,0.6164256812144137,0.5986512893640323,0.6794158617112812,0.6677614845671292,0.640563579214214,0.5986512893640323,0.38395061728395063,0.5932075471698113,0.5556690500510725,0.6175496688741722,0.5375942208447517,0.38395061728395063,0.868699685601094,0.6339443114821084,0.83128148367469,0.7311411383893744,0.7662666547868167,0.6339443114821084,0.5
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+isotonic,max-acc,0.7851805728518058,0.6009687034277198,0.7591105620753552,0.6811492641906096,0.7066022756363726,0.6009687034277198,0.7897144629538996,0.5980617149083671,0.731677122310164,0.6762398428851284,0.6989232857643899,0.5980617149083671,0.7532188841201717,0.5546777546777547,0.6637931034482759,0.6394611727416799,0.6527877287469706,0.5546777546777547,0.868699685601094,0.6339443114821084,0.83128148367469,0.7311411383893744,0.7662666547868167,0.6339443114821084,0.4449999999999998
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+isotonic,max-balacc,0.7851805728518058,0.6002235469448585,0.7479925880172946,0.680448493342677,0.703461300289159,0.6002235469448585,0.7897144629538996,0.6026198676306668,0.7508704646121013,0.6765137537427467,0.7049296372348536,0.6026198676306668,0.7532188841201717,0.6182853077196727,0.7083631165117942,0.6429130775254502,0.6806950964692722,0.6182853077196727,0.868699685601094,0.6339443114821084,0.83128148367469,0.7311411383893744,0.7662666547868167,0.6339443114821084,0.39749999999999985
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+isotonic,max-f1,0.7711706102117061,0.49552906110283157,0.7411982705373688,0.6433076384022425,0.6628013950635372,0.49552906110283157,0.7867467064650163,0.5121547959560918,0.7498447053773868,0.6580131308803534,0.6766898346697121,0.5121547959560918,0.7534384434753438,0.6537084398976982,0.7102351313969572,0.6751754945756222,0.6981393773364053,0.6537084398976982,0.868699685601094,0.6339443114821084,0.83128148367469,0.7311411383893744,0.7662666547868167,0.6339443114821084,0.2724999999999999
B: z0+eps+physics,safe_max(g<=0.65),bn-GB+isotonic,youden,0.7886052303860523,0.603204172876304,0.7455219271155034,0.6829011913104415,0.7050581304220753,0.603204172876304,0.7910802150238769,0.6053689913301145,0.7519021852526742,0.6782357267924939,0.7066467795997897,0.6053689913301145,0.7540746106483158,0.6186895810955961,0.7112824106517169,0.6424338206242591,0.681620105754972,0.6186895810955961,0.868699685601094,0.6339443114821084,0.83128148367469,0.7311411383893744,0.7662666547868167,0.6339443114821084,0.39977682564479133
B: z0+eps+physics,safe_max(g<=0.65),bn-LR,default(0.5),0.7565379825653799,0.6248137108792846,0.721124150710315,0.6233356692361598,0.6814528783477848,0.6233356692361598,0.7157334396771017,0.6210476134882182,0.6832854102540156,0.6190060948880705,0.6597681395768515,0.6190060948880705,0.6258373205741626,0.5691056910569106,0.5863490609253321,0.5795854517012123,0.5902193810644044,0.5691056910569106,0.8388952332614305,0.6746616409683365,0.7970908339410656,0.6682350085813844,0.7447206791880543,0.6682350085813844,0.5
B: z0+eps+physics,safe_max(g<=0.65),bn-LR,max-acc,0.7724159402241594,0.6356184798807749,0.7322421247683756,0.6338472319551507,0.6935309442071151,0.6338472319551507,0.751961015341297,0.636529710827767,0.7161136800354505,0.6160743076073416,0.680169678452964,0.6160743076073416,0.6960498960498961,0.6369710467706013,0.6549940310385993,0.5123658422771815,0.6250952040340696,0.5123658422771815,0.8388952332614305,0.6746616409683365,0.7970908339410656,0.6682350085813844,0.7447206791880543,0.6682350085813844,0.45499999999999985
B: z0+eps+physics,safe_max(g<=0.65),bn-LR,max-balacc,0.7640099626400996,0.6356184798807749,0.7232859789993823,0.6219341275402943,0.6862121372651377,0.6219341275402943,0.7627079796093881,0.636529710827767,0.7326015376452845,0.6260267323128131,0.6894664900988131,0.6260267323128131,0.7209131075110456,0.6369710467706013,0.6925188743994509,0.616696269982238,0.6667748246658339,0.616696269982238,0.8388952332614305,0.6746616409683365,0.7970908339410656,0.6682350085813844,0.7447206791880543,0.6682350085813844,0.3624999999999998
B: z0+eps+physics,safe_max(g<=0.65),bn-LR,max-f1,0.7562266500622665,0.5767511177347243,0.7177269919703521,0.559915907498248,0.6526551668163978,0.559915907498248,0.7609478693985736,0.5879633413110735,0.7315749835564556,0.5842320465797053,0.666179560211452,0.5842320465797053,0.7220447284345048,0.6743119266055045,0.6941097724230254,0.6359420289855072,0.6816021141121356,0.6359420289855072,0.8388952332614305,0.6746616409683365,0.7970908339410656,0.6682350085813844,0.7447206791880543,0.6682350085813844,0.25499999999999995
B: z0+eps+physics,safe_max(g<=0.65),bn-LR,youden,0.7649439601494396,0.6359910581222057,0.7235948116121063,0.6243868255080589,0.6872291638479526,0.6243868255080589,0.7639915569493034,0.636994198765257,0.7336314698640998,0.626964121640196,0.690395336804714,0.626964121640196,0.7225284821756707,0.6382821177341725,0.694017094017094,0.6127167630057804,0.6668861142331795,0.6127167630057804,0.8388952332614305,0.6746616409683365,0.7970908339410656,0.6682350085813844,0.7447206791880543,0.6682350085813844,0.3641697118521531
B: z0+eps+physics,safe_max(g<=0.80),GB+LR(0.7),default(0.5),0.8396637608966376,0.6952309985096871,0.794935145151328,0.7389628591450595,0.7671981909256781,0.6952309985096871,0.8145628525910216,0.6961631795325101,0.7801989917275558,0.7370042176328258,0.7569823103709783,0.6961631795325101,0.7750109217999126,0.695910780669145,0.7337610264635124,0.7133512889572913,0.7295085044724654,0.695910780669145,0.9150168276928842,0.7653221255813049,0.8705607894491065,0.8125469004237444,0.8408616607867601,0.7653221255813049,0.5
B: z0+eps+physics,safe_max(g<=0.80),GB+LR(0.7),max-acc,0.8446450809464509,0.7008196721311475,0.794935145151328,0.7449194113524877,0.7713298273953535,0.7008196721311475,0.8271295440309525,0.700595967766594,0.7801989917275558,0.7361143788340709,0.7610097205897933,0.700595967766594,0.7926879933527212,0.6912725874663591,0.7337610264635124,0.695142378559464,0.7282159964605142,0.6912725874663591,0.9150168276928842,0.7653221255813049,0.8705607894491065,0.8125469004237444,0.8408616607867601,0.7653221255813049,0.5149999999999998
B: z0+eps+physics,safe_max(g<=0.80),GB+LR(0.7),max-balacc,0.8359277708592777,0.7008196721311475,0.7869054972205065,0.7396636299929923,0.765829142550981,0.7008196721311475,0.8357365413703441,0.700595967766594,0.7920506640012559,0.7383648561967997,0.7666870073337484,0.700595967766594,0.8040163629602083,0.6912725874663591,0.7542735042735043,0.7163039327987781,0.7414665968747124,0.6912725874663591,0.9150168276928842,0.7653221255813049,0.8705607894491065,0.8125469004237444,0.8408616607867601,0.7653221255813049,0.4299999999999998
