acc,precision,recall,f1,auc
0.862436833239753,0.879950495049505,0.8277066356228172,0.8530293941211757,0.9418937926610926
0.8467153284671532,0.846517119244392,0.8337209302325581,0.8400702987697716,0.926212660657021
0.8702975856260527,0.8678362573099415,0.8627906976744186,0.8653061224489796,0.9491174910991591
0.8730337078651685,0.8781362007168458,0.8556461001164144,0.8667452830188679,0.9480356802028469
0.854494382022472,0.8537735849056604,0.8428405122235157,0.8482718219097832,0.9354019963622069
