generator,acc,f1,auc,precision,recall
DynamicCrafter,0.9483747609942639,0.9647979139504563,0.9880396144825565,0.9536082474226805,0.9762532981530343
SVD,0.9333333333333333,0.9537648612945839,0.9741976000289152,0.955026455026455,0.9525065963060686
ZeroScope,0.9848942598187311,0.9900990099009901,0.9982601939123679,0.9920634920634921,0.9881422924901185
